"","clv","Response","Coverage","Education","EmploymentStatus","Gender","Income","Location.Code","Marital.Status","Monthly.Premium.Auto","Months.Since.Last.Claim","Months.Since.Policy.Inception","Number.of.Open.Complaints","Number.of.Policies","Policy.Type","Policy","Renew.Offer.Type","Sales.Channel","Total.Claim.Amount","Vehicle.Class","Vehicle.Size","pred_train","stu_res","stud.del.resids","leverage","cooks_dis","dffits","dfbetas.(Intercept)","dfbetas.Monthly.Premium.Auto","dfbetas.Number.of.Open.Complaints","dfbetas.Number.of.Policies","dfbetas.I(Renew.Offer.Type == ""Offer2"")TRUE","dfbetas.I(Vehicle.Class == ""SUV"")TRUE","cov_ratio"
"6545", 2769.252,"No","Basic","Bachelor","Employed","M",40506,"Rural","Married", 70,14,98,0,1,"Personal Auto","Personal L1","Offer2","Call Center", 113.724707,"Four-Door Car","Medsize", 4489.289,-0.6063607646,-0.6063607646,0.0007047795,4.322323e-05,-1.610315e-02,-6.103689e-03, 3.743547e-03, 2.696489e-03, 5.959855e-03,-1.046920e-02, 1.292046e-03,1.0013536
"6546", 6778.845,"No","Extended","High School or Below","Unemployed","M",    0,"Suburban","Single", 96, 2,84,0,9,"Personal Auto","Personal L3","Offer2","Agent", 460.800000,"Four-Door Car","Small", 8276.818,-0.5283319186,-0.5283319186,0.0016835777,7.846588e-05,-2.169648e-02, 8.421083e-03,-3.571430e-03, 2.191705e-03,-1.731927e-02,-1.076336e-02, 4.146967e-03,1.0024263
"6547", 4492.518,"No","Basic","Bachelor","Unemployed","M",    0,"Suburban","Single", 65, 8,81,0,3,"Personal Auto","Personal L2","Offer1","Branch", 312.000000,"Two-Door Car","Medsize", 5177.551,-0.2414531506,-0.2414531506,0.0004287790,4.168733e-06,-5.000838e-03,-3.737487e-03, 2.270667e-03, 1.497031e-03, 2.447660e-04, 2.464250e-03, 4.801702e-04,1.0013944
"6550", 6314.492,"No","Extended","Master","Employed","F",66947,"Suburban","Married", 78,13,12,0,6,"Personal Auto","Personal L1","Offer3","Agent", 374.400000,"Four-Door Car","Small", 6745.472,-0.1519179664,-0.1519179664,0.0005746907,2.212194e-06,-3.642932e-03,-6.731611e-04, 4.597914e-04, 9.255254e-04,-2.276160e-03, 1.365458e-03, 7.326495e-04,1.0015768
"6554", 5568.948,"Yes","Extended","High School or Below","Unemployed","M",    0,"Suburban","Single", 79,21,53,1,7,"Personal Auto","Personal L2","Offer1","Agent", 407.440238,"Two-Door Car","Medsize", 6966.180,-0.4925783168,-0.4925783168,0.0007872418,3.186439e-05,-1.382612e-02,-1.098470e-04, 1.236874e-03,-3.971003e-03,-1.005038e-02, 3.799330e-03, 2.422748e-03,1.0015646
"6556", 8079.833,"No","Basic","High School or Below","Disabled","F",13050,"Suburban","Married",102, 1,77,0,6,"Personal Auto","Personal L1","Offer1","Agent", 734.400000,"SUV","Medsize", 8451.561,-0.1310773784,-0.1310773784,0.0012675436,3.634887e-06,-4.669653e-03,-5.408054e-04, 1.106780e-03, 7.548716e-04,-1.967506e-03, 9.717161e-04,-3.548906e-03,1.0022777
"6559", 2311.118,"No","Basic","High School or Below","Unemployed","M",    0,"Suburban","Single", 68, 0,45,0,1,"Personal Auto","Personal L2","Offer2","Web", 489.600000,"Four-Door Car","Medsize", 4398.460,-0.7358612375,-0.7358612375,0.0007172814,6.478520e-05,-1.971499e-02,-7.996410e-03, 5.235855e-03, 3.270371e-03, 7.244049e-03,-1.267922e-02, 1.255041e-03,1.0011879
"6560",10255.803,"No","Basic","Bachelor","Unemployed","M",    0,"Suburban","Single",102,17,77,0,2,"Personal Auto","Personal L3","Offer1","Agent", 734.400000,"Sports Car","Medsize", 6532.052, 1.3127033953, 1.3127033953,0.0004403018,1.264941e-04, 2.755101e-02, 3.438199e-03, 1.040132e-02,-8.261058e-03,-7.913232e-03,-1.297353e-02,-1.290689e-02,0.9996998
"6562", 2962.983,"No","Basic","College","Employed","F",71809,"Rural","Divorced", 74,14, 3,0,1,"Corporate Auto","Corporate L3","Offer3","Agent",  78.248458,"Four-Door Car","Medsize", 4934.597,-0.6949840630,-0.6949840630,0.0004993401,4.022075e-05,-1.553394e-02,-1.096308e-02, 3.712169e-03, 4.376197e-03, 8.021581e-03, 7.441176e-03, 2.679803e-03,1.0010295
"6563", 5764.862,"No","Basic","Bachelor","Employed","M",40238,"Suburban","Married", 73,17,88,1,9,"Personal Auto","Personal L3","Offer1","Branch", 350.400000,"Four-Door Car","Medsize", 7345.378,-0.5573537490,-0.5573537490,0.0013528351,7.014464e-05,-2.051386e-02, 7.096200e-04, 2.878168e-03,-4.545988e-03,-1.725862e-02, 3.991478e-03, 2.056668e-03,1.0020620
"6566", 5384.015,"No","Basic","College","Employed","F",30514,"Rural","Single", 72, 3,87,2,6,"Personal Auto","Personal L3","Offer1","Web", 154.049617,"Four-Door Car","Medsize", 6171.885,-0.2777872048,-0.2777872048,0.0010526860,1.355495e-05,-9.017587e-03,-8.652821e-04, 1.648596e-03,-6.151900e-03,-4.212481e-03, 2.010862e-03, 9.074186e-04,1.0020005
"6567", 7505.768,"No","Basic","Bachelor","Employed","F",44485,"Rural","Married", 62, 5,74,0,2,"Special Auto","Special L3","Offer1","Agent",  79.893853,"Four-Door Car","Medsize", 4715.463, 0.9836075071, 0.9836075071,0.0004963614,8.007713e-05, 2.191940e-02, 1.832355e-02,-1.072422e-02,-6.135967e-03,-6.231659e-03,-1.041532e-02,-1.305889e-03,1.0005299
"6568",10551.148,"No","Basic","High School or Below","Employed","M",50941,"Suburban","Single", 69,17,46,0,2,"Personal Auto","Personal L2","Offer4","Agent", 331.200000,"Four-Door Car","Small", 5033.366, 1.9454758212, 1.9454758212,0.0004354032,2.746469e-04, 4.060376e-02, 3.079056e-02,-1.480124e-02,-1.215471e-02,-1.222064e-02,-2.035961e-02,-5.478319e-03,0.9975867
"6572",11638.899,"Yes","Basic","College","Medical Leave","F",25370,"Suburban","Married",102,10,77,0,2,"Corporate Auto","Corporate L3","Offer1","Branch", 489.600000,"Sports Car","Large", 6532.052, 1.8005085073, 1.8005085073,0.0004403018,2.379111e-04, 3.778906e-02, 4.715845e-03, 1.426648e-02,-1.133090e-02,-1.085382e-02,-1.779454e-02,-1.770313e-02,0.9981464
"6573",14050.174,"No","Basic","Master","Unemployed","M",    0,"Suburban","Married", 73, 8,71,1,2,"Corporate Auto","Corporate L1","Offer3","Branch", 350.400000,"Four-Door Car","Small", 5064.476, 3.1698928150, 3.1698928150,0.0004329517,7.242610e-04, 6.597180e-02, 3.920116e-02,-1.827987e-02, 2.490969e-02,-1.945945e-02,-3.000680e-02,-1.117662e-02,0.9912115
"6574", 2379.826,"No","Basic","High School or Below","Employed","M",69202,"Suburban","Single", 61,33,12,0,1,"Personal Auto","Personal L2","Offer2","Web", 292.800000,"Two-Door Car","Small", 4080.557,-0.5995754469,-0.5995754469,0.0007749877,4.647457e-05,-1.669781e-02,-8.195678e-03, 6.241953e-03, 2.658973e-03, 5.934812e-03,-1.025721e-02, 1.301207e-04,1.0014324
"6576", 6269.592,"No","Extended","College","Employed","F",61040,"Suburban","Married", 78,21, 9,0,9,"Personal Auto","Personal L3","Offer2","Web", 391.942636,"Two-Door Car","Medsize", 7459.353,-0.4196134033,-0.4196134033,0.0016409034,4.823972e-05,-1.701169e-02, 3.663299e-03, 7.205663e-04, 1.730253e-03,-1.369704e-02,-8.415021e-03, 1.686676e-03,1.0024893
"6577", 8709.848,"No","Basic","Bachelor","Employed","F",85185,"Rural","Married",107,26,91,0,5,"Corporate Auto","Corporate L3","Offer1","Agent", 166.502804,"SUV","Small", 8352.791, 0.1258934803, 0.1258934803,0.0011020980,2.914924e-06, 4.181699e-03, 5.127412e-04,-7.774460e-04,-7.311219e-04, 1.227096e-03,-9.636254e-04, 3.277314e-03,1.0021130
"6578", 5024.778,"No","Basic","Master","Employed","F",78772,"Rural","Married", 62, 9,47,0,8,"Personal Auto","Personal L3","Offer2","Branch",  86.274545,"Four-Door Car","Small", 6406.874,-0.4873932705,-0.4873932705,0.0014072341,5.580104e-05,-1.829652e-02, 1.817674e-04, 4.551100e-03, 2.019263e-03,-1.326400e-02,-9.474754e-03, 2.887231e-04,1.0021916
"6579",12515.181,"No","Basic","College","Unemployed","M",    0,"Suburban","Single", 63,35,15,0,2,"Special Auto","Special L3","Offer4","Branch", 577.575490,"Two-Door Car","Medsize", 4760.878, 2.7349666378, 2.7349666378,0.0004863246,6.059129e-04, 6.032826e-02, 4.985459e-02,-2.853178e-02,-1.706503e-02,-1.730633e-02,-2.891190e-02,-4.212581e-03,0.9938718
"6584", 2472.469,"Yes","Basic","College","Employed","F",63860,"Urban","Married", 62,26,81,0,1,"Personal Auto","Personal L3","Offer2","Agent", 208.598246,"Four-Door Car","Medsize", 4125.972,-0.5829217056,-0.5829217056,0.0007654154,4.338583e-05,-1.613337e-02,-7.734656e-03, 5.794148e-03, 2.585908e-03, 5.765463e-03,-9.982544e-03, 2.504652e-04,1.0014430
"6586", 3430.317,"No","Extended","High School or Below","Employed","M",54339,"Rural","Married", 86,10,52,0,1,"Personal Auto","Personal L3","Offer4","Agent",  10.478305,"Four-Door Car","Large", 5479.573,-0.7223446741,-0.7223446741,0.0004709181,4.097539e-05,-1.567904e-02,-7.925216e-03,-2.215125e-04, 4.560361e-03, 8.270702e-03, 7.581120e-03, 4.628285e-03,1.0009613
"6588", 5964.345,"No","Basic","College","Employed","F",98078,"Suburban","Married", 73, 5,79,0,6,"Personal Auto","Personal L1","Offer1","Agent", 418.689402,"Four-Door Car","Large", 6518.398,-0.1953027718,-0.1953027718,0.0005944637,3.781991e-06,-4.763215e-03,-1.256272e-03, 1.050742e-03, 1.188504e-03,-2.918717e-03, 1.772649e-03, 7.342497e-04,1.0015811
"6589", 2605.600,"No","Basic","College","Employed","M",20592,"Urban","Single", 71,15,81,1,1,"Personal Auto","Personal L3","Offer4","Branch", 195.153339,"Two-Door Car","Medsize", 4647.803,-0.7198825171,-0.7198825171,0.0005379401,4.649169e-05,-1.670111e-02,-1.088206e-02, 4.891475e-03,-5.628992e-03, 8.245065e-03, 7.077666e-03, 2.215499e-03,1.0010321
"6590", 4758.192,"No","Basic","High School or Below","Employed","M",72805,"Suburban","Married", 62,13,34,4,3,"Corporate Auto","Corporate L3","Offer2","Branch", 365.466805,"Four-Door Car","Medsize", 4175.460, 0.2056971681, 0.2056971681,0.0033618859,2.379150e-05, 1.194679e-02, 3.982410e-04,-2.045683e-03, 1.073139e-02, 2.381717e-04, 4.427955e-03, 1.772795e-05,1.0043580
"6591", 5154.051,"No","Extended","High School or Below","Employed","F",55645,"Suburban","Divorced",129,23,33,0,1,"Personal Auto","Personal L1","Offer1","Call Center", 619.200000,"SUV","Medsize", 8048.542,-1.0206540909,-1.0206540909,0.0011104734,1.930161e-04,-3.403094e-02,-3.124575e-03,-3.915793e-03, 6.130154e-03, 1.151837e-02, 8.762778e-03,-2.188924e-02,1.0010689
"6592", 2805.176,"No","Basic","High School or Below","Employed","M",98859,"Suburban","Divorced", 70, 3,57,0,1,"Personal Auto","Personal L1","Offer4","Web", 504.000000,"Four-Door Car","Small", 4752.938,-0.6865834938,-0.6865834938,0.0005229850,4.111413e-05,-1.570549e-02,-1.192991e-02, 4.959972e-03, 4.319567e-03, 7.945803e-03, 7.399761e-03, 2.063501e-03,1.0010651
"6593", 4250.283,"Yes","Basic","High School or Below","Unemployed","F",    0,"Suburban","Single", 61,17, 1,1,7,"Corporate Auto","Corporate L3","Offer1","Agent", 292.800000,"Four-Door Car","Small", 6148.715,-0.6693205871,-0.6693205871,0.0009015012,6.737768e-05,-2.010542e-02,-4.972271e-03, 7.352433e-03,-5.412753e-03,-1.356482e-02, 5.375419e-03, 7.300915e-04,1.0014684
"6594", 7247.737,"No","Basic","College","Employed","M",23541,"Rural","Married", 62,12,38,0,2,"Personal Auto","Personal L3","Offer2","Agent",  98.923871,"Two-Door Car","Medsize", 4451.815, 0.9856827882, 0.9856827882,0.0006887286,1.116022e-04, 2.587682e-02, 1.115748e-02,-9.711936e-03,-4.330973e-03,-4.525287e-03, 1.720422e-02,-4.463879e-04,1.0007183
"6595", 5008.790,"No","Basic","Bachelor","Unemployed","M",    0,"Suburban","Single", 73, 4, 0,0,8,"Corporate Auto","Corporate L3","Offer1","Call Center", 350.400000,"Two-Door Car","Medsize", 7170.085,-0.7620515618,-0.7620515618,0.0010232897,9.914978e-05,-2.438967e-02,-1.932345e-03, 3.968980e-03, 4.574294e-03,-1.946891e-02, 6.415513e-03, 2.900973e-03,1.0014543
"6596", 5821.787,"No","Basic","Bachelor","Employed","F",60087,"Suburban","Single", 74,21,23,0,3,"Special Auto","Special L3","Offer1","Agent", 355.200000,"Four-Door Car","Small", 5586.283, 0.0830051412, 0.0830051412,0.0003670783,4.217456e-07, 1.590611e-03, 9.858287e-04,-4.289820e-04,-5.156528e-04,-7.840542e-05,-8.339408e-04,-3.238935e-04,1.0013854
"6598", 4756.913,"No","Extended","College","Employed","F",48938,"Suburban","Divorced",121,23,20,0,1,"Personal Auto","Personal L2","Offer1","Call Center", 580.800000,"SUV","Large", 7685.225,-1.0325744826,-1.0325744826,0.0010957755,1.949326e-04,-3.419954e-02,-6.468274e-03,-7.232582e-05, 6.190318e-03, 1.171626e-02, 9.010807e-03,-2.390165e-02,1.0010291
"6599", 8083.918,"No","Premium","Bachelor","Employed","F",31506,"Suburban","Married",102,23,50,0,8,"Personal Auto","Personal L1","Offer1","Web", 601.074585,"Four-Door Car","Small", 8487.112,-0.1421585130,-0.1421585130,0.0010674314,3.599738e-06,-4.647022e-03, 1.290027e-03,-1.200514e-03, 8.590222e-04,-3.663614e-03, 1.124083e-03, 1.417989e-03,1.0020738
"6600", 7417.406,"No","Basic","Bachelor","Employed","M",67454,"Suburban","Married",185, 3,71,0,1,"Personal Auto","Personal L1","Offer2","Agent",1332.000000,"Luxury Car","Large", 9711.982,-0.8098378949,-0.8098378949,0.0029651126,3.250883e-04,-4.416350e-02, 2.916005e-02,-3.888282e-02, 3.733913e-03, 7.252812e-03,-1.564297e-02, 2.155394e-02,1.0033276
"6601", 2538.626,"Yes","Basic","Bachelor","Retired","M",18608,"Suburban","Divorced", 71,13,24,0,1,"Personal Auto","Personal L2","Offer2","Web", 340.800000,"Four-Door Car","Medsize", 4534.704,-0.7036784051,-0.7036784051,0.0006991928,5.774778e-05,-1.861335e-02,-6.801608e-03, 4.013121e-03, 3.130222e-03, 6.910957e-03,-1.216183e-02, 1.649041e-03,1.0012173
"6604", 2489.662,"No","Basic","High School or Below","Unemployed","M",    0,"Suburban","Single", 74, 3,64,0,1,"Corporate Auto","Corporate L3","Offer2","Branch", 532.800000,"Four-Door Car","Small", 4670.948,-0.7689709153,-0.7689709153,0.0006850897,6.756844e-05,-2.013411e-02,-6.509249e-03, 3.299562e-03, 3.423822e-03, 7.534437e-03,-1.333089e-02, 2.292588e-03,1.0011045
"6609", 2453.571,"Yes","Basic","Bachelor","Medical Leave","M",29735,"Suburban","Single", 69, 3,92,0,1,"Personal Auto","Personal L3","Offer1","Agent", 331.200000,"Four-Door Car","Medsize", 4707.523,-0.7945290649,-0.7945290649,0.0005300033,5.579618e-05,-1.829634e-02,-1.412360e-02, 6.113772e-03, 4.997618e-03, 9.201187e-03, 8.577207e-03, 2.218998e-03,1.0009082
"6611", 5771.610,"No","Basic","High School or Below","Employed","F",65709,"Rural","Divorced", 72,33,77,0,3,"Corporate Auto","Corporate L3","Offer1","Web",  12.945127,"Four-Door Car","Medsize", 5495.454, 0.0973339245, 0.0973339245,0.0003776897,5.966915e-07, 1.891968e-03, 1.233923e-03,-5.946564e-04,-6.044025e-04,-9.343538e-05,-9.813387e-04,-3.384194e-04,1.0013934
"6612", 8098.511,"No","Extended","College","Unemployed","M",    0,"Suburban","Single",123,22,25,0,6,"Personal Auto","Personal L3","Offer1","Call Center", 885.600000,"SUV","Medsize", 9405.270,-0.4607764460,-0.4607764460,0.0011984207,4.246369e-05,-1.596082e-02, 1.973196e-03,-6.654067e-04, 2.666846e-03,-6.990464e-03, 3.245016e-03,-1.041691e-02,1.0020080
"6613", 3432.961,"No","Extended","High School or Below","Unemployed","M",    0,"Suburban","Married", 95,16,28,0,1,"Personal Auto","Personal L2","Offer4","Agent", 456.000000,"Four-Door Car","Medsize", 5888.306,-0.8655128824,-0.8655128824,0.0004914498,6.139134e-05,-1.919198e-02,-6.378362e-03,-3.931739e-03, 5.475010e-03, 9.850237e-03, 8.946386e-03, 7.201912e-03,1.0007488
"6614", 9408.344,"No","Extended","Bachelor","Unemployed","F",    0,"Suburban","Single", 85,11,27,0,2,"Corporate Auto","Corporate L2","Offer1","Agent", 408.000000,"Four-Door Car","Medsize", 5760.002, 1.2860721163, 1.2860721163,0.0003775523,1.041051e-04, 2.499401e-02, 1.211840e-02,-9.974335e-05,-8.063087e-03,-7.920322e-03,-1.309556e-02,-7.996297e-03,0.9997079
"6616", 7260.834,"No","Basic","High School or Below","Unemployed","M",    0,"Suburban","Single", 72,18,25,0,2,"Personal Auto","Personal L2","Offer4","Web", 744.026708,"Four-Door Car","Small", 5169.611, 0.7371186383, 0.7371186383,0.0004159208,3.768328e-05, 1.503602e-02, 1.078104e-02,-4.567192e-03,-4.608284e-03,-4.613238e-03,-7.674946e-03,-2.545819e-03,1.0008841
"6618", 7324.285,"No","Basic","High School or Below","Unemployed","F",    0,"Suburban","Single",104,10,74,0,7,"Special Auto","Special L1","Offer2","Branch",1114.092784,"SUV","Small", 8604.585,-0.4515892573,-0.4515892573,0.0018306973,6.234581e-05,-1.933970e-02, 2.682081e-03, 2.874832e-03, 1.750030e-03,-9.970292e-03,-9.487858e-03,-1.242285e-02,1.0026513
"6619", 2357.802,"No","Basic","College","Unemployed","F",    0,"Urban","Married", 65, 5,59,1,1,"Personal Auto","Personal L3","Offer2","Web", 294.502382,"Four-Door Car","Medsize", 4111.666,-0.6183202311,-0.6183202311,0.0008131598,5.186217e-05,-1.763917e-02,-6.312258e-03, 5.298488e-03,-5.981461e-03, 6.032203e-03,-1.119585e-02, 5.732473e-04,1.0014472
"6621", 2938.815,"No","Basic","Bachelor","Employed","F",96765,"Urban","Married", 72,28,61,0,1,"Personal Auto","Personal L3","Offer3","Call Center", 216.010910,"Two-Door Car","Medsize", 4843.767,-0.6714879123,-0.6714879123,0.0005102769,3.837014e-05,-1.517232e-02,-1.113002e-02, 4.218788e-03, 4.226418e-03, 7.760741e-03, 7.213331e-03, 2.303668e-03,1.0010734
"6622", 4911.003,"No","Basic","College","Employed","M",32903,"Rural","Married", 64, 4,41,3,3,"Personal Auto","Personal L3","Offer3","Web",  98.331160,"Four-Door Car","Medsize", 4680.488, 0.0813010841, 0.0813010841,0.0017046479,1.881441e-06, 3.359574e-03, 8.381054e-04,-8.134290e-04, 2.939723e-03,-5.575608e-05,-6.051442e-04,-1.101918e-04,1.0027274
"6624", 4757.243,"No","Premium","High School or Below","Employed","F",67486,"Urban","Married",118, 3,26,0,1,"Personal Auto","Personal L3","Offer3","Branch", 529.493769,"Two-Door Car","Large", 6932.845,-0.7669750949,-0.7669750949,0.0007068843,6.935811e-05,-2.039900e-02, 1.408382e-03,-1.178816e-02, 4.876517e-03, 8.594268e-03, 7.617511e-03, 1.013382e-02,1.0011295
"6625", 2926.886,"No","Basic","College","Employed","F",92381,"Urban","Married", 72,24,27,0,1,"Special Auto","Special L2","Offer2","Call Center", 234.774747,"Four-Door Car","Medsize", 4580.119,-0.5828057433,-0.5828057433,0.0006940489,3.932212e-05,-1.535924e-02,-5.399977e-03, 3.049432e-03, 2.593332e-03, 5.719353e-03,-1.008301e-02, 1.489708e-03,1.0013716
"6626", 8509.851,"Yes","Basic","Master","Disabled","M",26057,"Suburban","Divorced", 74, 3,63,0,2,"Personal Auto","Personal L2","Offer1","Call Center", 523.888845,"Four-Door Car","Small", 5260.440, 1.1454279514, 1.1454279514,0.0004051467,8.862362e-05, 2.306014e-02, 1.583599e-02,-6.018855e-03,-7.164051e-03,-7.151003e-03,-1.188583e-02,-4.443059e-03,1.0000857
"6627", 9928.986,"No","Extended","Doctor","Employed","F",75716,"Rural","Single",247, 2,32,0,1,"Personal Auto","Personal L3","Offer1","Branch", 562.088587,"Luxury Car","Medsize",12791.343,-1.0119318136,-1.0119318136,0.0062567776,1.074548e-03,-8.029519e-02, 5.426185e-02,-7.721499e-02, 6.632305e-03, 1.036545e-02, 7.769177e-03, 4.124362e-02,1.0062714
"6629", 5073.282,"Yes","Extended","Doctor","Employed","M",57709,"Suburban","Married",125,10,26,0,1,"Personal Auto","Personal L3","Offer2","Branch", 600.000000,"SUV","Medsize", 7603.235,-0.8922216438,-0.8922216438,0.0014004447,1.860733e-04,-3.341258e-02, 2.364656e-03,-2.681078e-03, 3.707946e-03, 8.540276e-03,-1.730619e-02,-2.067768e-02,1.0016116
"6632", 7907.133,"No","Basic","College","Employed","M",24666,"Rural","Married",101,32,51,0,3,"Personal Auto","Personal L2","Offer3","Branch", 151.835574,"Sports Car","Medsize", 6812.481, 0.3858287697, 0.3858287697,0.0003971956,9.860026e-06, 7.691005e-03, 4.131840e-04, 2.908845e-03,-2.411273e-03,-2.844653e-04,-3.692682e-03,-3.720425e-03,1.0012699
"6635", 9035.671,"Yes","Premium","High School or Below","Employed","F",34337,"Suburban","Married",113,20,44,0,9,"Personal Auto","Personal L3","Offer2","Web", 542.400000,"Four-Door Car","Large", 9048.868,-0.0046548537,-0.0046548537,0.0018556256,6.714782e-09,-2.007033e-04, 1.058938e-04,-6.873926e-05, 1.942073e-05,-1.532121e-04,-9.623521e-05, 5.337673e-05,1.0028858
"6637", 2706.606,"No","Basic","College","Medical Leave","F",22664,"Suburban","Divorced", 73, 0, 8,0,1,"Personal Auto","Personal L2","Offer4","Agent", 350.400000,"Two-Door Car","Small", 4889.182,-0.7693561545,-0.7693561545,0.0005045871,4.980686e-05,-1.728642e-02,-1.244423e-02, 4.471542e-03, 4.843458e-03, 8.885923e-03, 8.251068e-03, 2.803000e-03,1.0009231
"6638", 6167.854,"No","Premium","High School or Below","Employed","M",27289,"Suburban","Married",158, 4,78,2,1,"Personal Auto","Personal L3","Offer2","Agent", 758.400000,"Sports Car","Medsize", 8184.686,-0.7116179787,-0.7116179787,0.0024468031,2.070342e-04,-3.524345e-02, 2.056773e-02,-2.504713e-02,-1.685041e-02, 6.359609e-03,-1.472552e-02, 1.464542e-02,1.0029598
"6639", 2476.046,"No","Basic","Master","Employed","F",54831,"Rural","Married", 61, 7,45,0,1,"Personal Auto","Personal L3","Offer3","Agent", 136.217100,"Four-Door Car","Medsize", 4344.205,-0.6585476867,-0.6585476867,0.0006020919,4.355014e-05,-1.616402e-02,-1.381555e-02, 7.547394e-03, 4.135180e-03, 7.667161e-03, 7.202432e-03, 7.190507e-04,1.0011830
"6640", 3056.991,"No","Extended","High School or Below","Employed","F",78310,"Suburban","Married", 76, 4,24,0,1,"Personal Auto","Personal L2","Offer3","Branch", 364.800000,"Four-Door Car","Medsize", 5025.426,-0.6938602756,-0.6938602756,0.0004901748,3.935457e-05,-1.536576e-02,-1.038988e-02, 3.052994e-03, 4.371013e-03, 7.997918e-03, 7.404632e-03, 2.970518e-03,1.0010220
"6641", 5217.513,"Yes","Basic","Bachelor","Employed","F",39854,"Urban","Divorced", 66, 6, 4,0,7,"Corporate Auto","Corporate L2","Offer2","Web", 261.930545,"Two-Door Car","Medsize", 6262.690,-0.3685220990,-0.3685220990,0.0011152620,2.527560e-05,-1.231386e-02, 9.289379e-06, 2.778466e-03, 1.544095e-03,-8.085576e-03,-7.067354e-03, 5.232386e-04,1.0020031
"6642", 6744.191,"No","Extended","High School or Below","Unemployed","M",    0,"Suburban","Married", 90, 3,74,0,4,"Personal Auto","Personal L3","Offer1","Branch", 547.912576,"Four-Door Car","Medsize", 6638.762, 0.0371590752, 0.0371590752,0.0003653138,8.411576e-08, 7.103580e-04, 1.309801e-04, 9.098454e-05,-2.300994e-04, 1.663479e-04,-3.505936e-04,-2.722662e-04,1.0013893
"6643",15739.924,"No","Extended","Master","Employed","F",48096,"Urban","Married",131,10, 3,0,2,"Personal Auto","Personal L1","Offer2","Call Center", 450.090267,"Sports Car","Medsize", 7585.431, 2.8771990142, 2.8771990142,0.0011033094,1.522040e-03, 9.562210e-02,-4.690754e-02, 6.511379e-02,-1.291832e-02,-1.168711e-02, 5.373226e-02,-4.352744e-02,0.9936739
"6644", 7153.672,"No","Extended","High School or Below","Employed","F",59522,"Suburban","Married", 89, 0, 8,0,3,"Corporate Auto","Corporate L2","Offer2","Web", 427.200000,"Four-Door Car","Small", 6003.856, 0.4053100237, 0.4053100237,0.0005815009,1.593266e-05, 9.776622e-03,-5.823009e-04, 1.192655e-03,-1.778819e-03, 3.710660e-04, 7.400634e-03,-2.519864e-03,1.0014387
"6645", 8263.482,"No","Extended","High School or Below","Unemployed","M",    0,"Rural","Married", 79,11,45,1,2,"Corporate Auto","Corporate L3","Offer1","Agent",  46.464625,"Two-Door Car","Large", 5336.964, 1.0315870253, 1.0315870253,0.0004083674,7.245763e-05, 2.085067e-02, 1.027999e-02,-3.035709e-03, 8.097802e-03,-6.285140e-03,-9.655905e-03,-4.953171e-03,1.0003428
"6646", 3142.740,"No","Extended","Bachelor","Employed","M",43285,"Urban","Single", 83,35,77,0,1,"Corporate Auto","Corporate L3","Offer2","Web", 265.742679,"Two-Door Car","Medsize", 5079.681,-0.6828181408,-0.6828181408,0.0006666936,5.184589e-05,-1.763652e-02,-3.320080e-03, 3.718681e-05, 3.048670e-03, 6.643051e-03,-1.194564e-02, 3.342473e-03,1.0012144
"6647", 2691.597,"No","Basic","College","Employed","M",33104,"Suburban","Married", 70,10,23,1,1,"Personal Auto","Personal L3","Offer2","Agent", 336.000000,"Two-Door Car","Small", 4338.740,-0.5806834060,-0.5806834060,0.0007783893,4.378363e-05,-1.620716e-02,-4.765698e-03, 3.609144e-03,-5.613273e-03, 5.642630e-03,-1.056540e-02, 1.155765e-03,1.0014587
"6648", 2500.837,"No","Basic","College","Employed","M",56172,"Suburban","Divorced", 64, 0,74,0,1,"Personal Auto","Personal L3","Offer3","Agent", 307.200000,"Four-Door Car","Small", 4480.450,-0.6978288024,-0.6978288024,0.0005717374,4.643330e-05,-1.669058e-02,-1.380147e-02, 7.012085e-03, 4.384654e-03, 8.108294e-03, 7.595000e-03, 1.207069e-03,1.0010980
"6649", 3728.873,"No","Extended","Master","Employed","M",83632,"Rural","Married", 94, 7,86,4,1,"Personal Auto","Personal L2","Offer3","Agent", 216.839496,"Four-Door Car","Medsize", 5240.693,-0.5335565940,-0.5335565940,0.0029584875,1.408054e-04,-2.906422e-02,-1.779380e-04,-2.087053e-03,-2.677646e-02, 5.844551e-03, 3.547533e-03, 4.031331e-03,1.0037024
"6651",10391.781,"No","Extended","Bachelor","Employed","M",81439,"Rural","Single", 90,25,40,1,2,"Personal Auto","Personal L2","Offer2","Call Center", 108.118855,"Two-Door Car","Medsize", 5572.878, 1.6991384940, 1.6991384940,0.0006767940,3.257744e-04, 4.421850e-02,-2.969485e-03, 5.582786e-03, 1.644882e-02,-7.245023e-03, 3.207364e-02,-1.064733e-02,0.9987453
"6652", 2994.352,"No","Basic","College","Employed","F",55911,"Urban","Married", 74, 7,40,0,1,"Personal Auto","Personal L1","Offer1","Web", 187.934331,"Four-Door Car","Medsize", 4934.597,-0.6839256963,-0.6839256963,0.0004993401,3.895108e-05,-1.528677e-02,-1.078864e-02, 3.653102e-03, 4.306564e-03, 7.893944e-03, 7.322774e-03, 2.637163e-03,1.0010452
